"game_id","cover_path","trailer_url","screenshot_1","screenshot_2","screenshot_3","screenshot_4","screenshot_5"
1088,"game_media\covers\1088.jpg","https://www.youtube.com/watch?v=Wu1Aii7scBo","game_media\screenshots\1088_1.jpg","game_media\screenshots\1088_2.jpg","game_media\screenshots\1088_3.jpg","game_media\screenshots\1088_4.jpg","game_media\screenshots\1088_5.jpg"
1089,"game_media\covers\1089.jpg","https://www.youtube.com/watch?v=zFUymXnQ5z8","game_media\screenshots\1089_1.jpg","game_media\screenshots\1089_2.jpg","game_media\screenshots\1089_3.jpg","game_media\screenshots\1089_4.jpg","game_media\screenshots\1089_5.jpg"
1090,"game_media\covers\1090.jpg","https://www.youtube.com/watch?v=snaionoxjos","game_media\screenshots\1090_1.jpg","game_media\screenshots\1090_2.jpg","game_media\screenshots\1090_3.jpg","game_media\screenshots\1090_4.jpg","game_media\screenshots\1090_5.jpg"
1091,"game_media\covers\1091.jpg","https://www.youtube.com/watch?v=ZbPxNGh7dto","game_media\screenshots\1091_1.jpg","game_media\screenshots\1091_2.jpg","game_media\screenshots\1091_3.jpg","game_media\screenshots\1091_4.jpg","game_media\screenshots\1091_5.jpg"
1092,"game_media\covers\1092.jpg","https://www.youtube.com/watch?v=m8oQllwqw_I","game_media\screenshots\1092_1.jpg","game_media\screenshots\1092_2.jpg","game_media\screenshots\1092_3.jpg","game_media\screenshots\1092_4.jpg","game_media\screenshots\1092_5.jpg"
1093,"game_media\covers\1093.jpg","https://www.youtube.com/watch?v=WdKIQSwkYHI","game_media\screenshots\1093_1.jpg","game_media\screenshots\1093_2.jpg","game_media\screenshots\1093_3.jpg","game_media\screenshots\1093_4.jpg","game_media\screenshots\1093_5.jpg"
1094,"game_media\covers\1094.jpg","https://www.youtube.com/watch?v=F74LLDhAhhI","game_media\screenshots\1094_1.jpg","game_media\screenshots\1094_2.jpg","game_media\screenshots\1094_3.jpg","game_media\screenshots\1094_4.jpg","game_media\screenshots\1094_5.jpg"
1095,"game_media\covers\1095.jpg","https://www.youtube.com/watch?v=edYCtaNueQY","game_media\screenshots\1095_1.jpg","game_media\screenshots\1095_2.jpg","game_media\screenshots\1095_3.jpg","game_media\screenshots\1095_4.jpg","game_media\screenshots\1095_5.jpg"
1096,"game_media\covers\1096.jpg","https://www.youtube.com/watch?v=0GLbwkfhYZk","game_media\screenshots\1096_1.jpg","game_media\screenshots\1096_2.jpg","game_media\screenshots\1096_3.jpg","game_media\screenshots\1096_4.jpg","game_media\screenshots\1096_5.jpg"
1097,"game_media\covers\1097.jpg","https://www.youtube.com/watch?v=S7VvKGlVZu8","game_media\screenshots\1097_1.jpg","game_media\screenshots\1097_2.jpg","game_media\screenshots\1097_3.jpg","game_media\screenshots\1097_4.jpg","game_media\screenshots\1097_5.jpg"
1098,"game_media\covers\1098.jpg","https://www.youtube.com/watch?v=hh5HV4iic1Y","game_media\screenshots\1098_1.jpg","game_media\screenshots\1098_2.jpg","game_media\screenshots\1098_3.jpg","game_media\screenshots\1098_4.jpg","game_media\screenshots\1098_5.jpg"
1099,"game_media\covers\1099.jpg","https://www.youtube.com/watch?v=n49TPURRn38","game_media\screenshots\1099_1.jpg","game_media\screenshots\1099_2.jpg","game_media\screenshots\1099_3.jpg","game_media\screenshots\1099_4.jpg","game_media\screenshots\1099_5.jpg"
1100,"game_media\covers\1100.jpg","https://www.youtube.com/watch?v=lx9sPQpjgjU","game_media\screenshots\1100_1.jpg","game_media\screenshots\1100_2.jpg","game_media\screenshots\1100_3.jpg","game_media\screenshots\1100_4.jpg","game_media\screenshots\1100_5.jpg"
1101,"game_media\covers\1101.jpg","https://www.youtube.com/watch?v=-Jj_256ESeU","game_media\screenshots\1101_1.jpg","game_media\screenshots\1101_2.jpg","game_media\screenshots\1101_3.jpg","game_media\screenshots\1101_4.jpg","game_media\screenshots\1101_5.jpg"
1102,"game_media\covers\1102.jpg","https://www.youtube.com/watch?v=rUOCBCTRNl0","game_media\screenshots\1102_1.jpg","game_media\screenshots\1102_2.jpg","game_media\screenshots\1102_3.jpg","game_media\screenshots\1102_4.jpg","game_media\screenshots\1102_5.jpg"
1103,"game_media\covers\1103.jpg","https://www.youtube.com/watch?v=edYCtaNueQY","game_media\screenshots\1103_1.jpg","game_media\screenshots\1103_2.jpg","game_media\screenshots\1103_3.jpg","game_media\screenshots\1103_4.jpg","game_media\screenshots\1103_5.jpg"
1104,"game_media\covers\1104.jpg","https://www.youtube.com/watch?v=Mpn-MC2B6Zc","game_media\screenshots\1104_1.jpg","game_media\screenshots\1104_2.jpg","game_media\screenshots\1104_3.jpg","game_media\screenshots\1104_4.jpg","game_media\screenshots\1104_5.jpg"
1105,"game_media\covers\1105.jpg","https://www.youtube.com/watch?v=Z5g3mrK82VA","game_media\screenshots\1105_1.jpg","game_media\screenshots\1105_2.jpg","game_media\screenshots\1105_3.jpg","game_media\screenshots\1105_4.jpg","game_media\screenshots\1105_5.jpg"
1106,"game_media\covers\1106.jpg","https://www.youtube.com/watch?v=haMLxLbN2WI","game_media\screenshots\1106_1.jpg","game_media\screenshots\1106_2.jpg","game_media\screenshots\1106_3.jpg","game_media\screenshots\1106_4.jpg","game_media\screenshots\1106_5.jpg"
1107,"game_media\covers\1107.jpg","https://www.youtube.com/watch?v=rUOCBCTRNl0","game_media\screenshots\1107_1.jpg","game_media\screenshots\1107_2.jpg","game_media\screenshots\1107_3.jpg","game_media\screenshots\1107_4.jpg","game_media\screenshots\1107_5.jpg"
1108,"game_media\covers\1108.jpg","https://www.youtube.com/watch?v=tzWTcDydlpM","game_media\screenshots\1108_1.jpg","game_media\screenshots\1108_2.jpg","game_media\screenshots\1108_3.jpg","game_media\screenshots\1108_4.jpg","game_media\screenshots\1108_5.jpg"
1109,"game_media\covers\1109.jpg","https://www.youtube.com/watch?v=jSi2LDkyKmI","game_media\screenshots\1109_1.jpg","game_media\screenshots\1109_2.jpg","game_media\screenshots\1109_3.jpg","game_media\screenshots\1109_4.jpg","game_media\screenshots\1109_5.jpg"
1110,"game_media\covers\1110.jpg","https://www.youtube.com/watch?v=ygVPHxkokAE","game_media\screenshots\1110_1.jpg","game_media\screenshots\1110_2.jpg","game_media\screenshots\1110_3.jpg","game_media\screenshots\1110_4.jpg","game_media\screenshots\1110_5.jpg"
